title,genre,year,runtime,rating,votes,plot,imdb_url
Mangalam,Drama,2018,,,,Add a Plot,https://www.imdb.com/title/tt8254312/
Seemana,"Action, Drama",1996,,,,A man quest's to remove villager's debt.,https://www.imdb.com/title/tt6759286/
Blind Rocks,"Biography, Romance",2018,8280.0,,,Shristi was studying in grade 8 when she lost her sight due to carelessness hospital and doctor. After the incident she and her family became hopeless but she didn't give up.,https://www.imdb.com/title/tt7935792/
Black Buddhas,Documentary,2011,3480.0,8.6,7.0,"The documentary 'Black Buddhas' is the story of 12 million Madheshis, living in Madhesh or Tarai, the southern plain region of Nepal. It is a revealing story about the land that has ...                See full synopsis »",https://www.imdb.com/title/tt1850988/
Basudev,Drama,1984,8280.0,8.6,23.0,A teacher named Basudev Kattel who is suffering from poverty seeks to his friend named Kumar (Neer Bikram Shah) than he realized Kathmandu is filled of corruption.,https://www.imdb.com/title/tt6565710/
Saino,Drama,1987,,8.0,8.0,Add a Plot,https://www.imdb.com/title/tt7054392/
Lappan Chhappan,"Crime, Drama",2017,6660.0,6.8,26.0,The character named Banka sets out to take revenge on the minister who betrayed him.,https://www.imdb.com/title/tt6676330/
Saayad 2,Drama,2017,,8.3,6.0,Add a Plot,https://www.imdb.com/title/tt6501310/
Ma Timi Bina Marihalchu,Drama,2008,,,,Add a Plot,https://www.imdb.com/title/tt8822102/
Kathaputali,"Horror, Mystery, Thriller",,5400.0,,,A prince trapped in an abandoned house is haunted by series of mysterious paranormal activities and he must solve that mystery in order to survive.,https://www.imdb.com/title/tt9296106/
Bholi Dekhi Chhodi Dinchhu,Short,2017,,8.3,9.0,Tilgore Bomjong shares his Drug life story about him and his best friend Bihari (Bidur) who died of drug overdose a year ago. His story filled with mixed emotions leads to an interesting twist as he approaches towards the end.,https://www.imdb.com/title/tt7298248/
Fateko Jutta,"Drama, Romance",2017,,7.1,17.0,Add a Plot,https://www.imdb.com/title/tt7860150/
Classic,Drama,2016,,,,Add a Plot,https://www.imdb.com/title/tt8400458/
Masaan,Drama,2011,7200.0,7.9,42.0,"Based on a novel by Gopal Prasad Rimal, It portrays social conflicts and women's demand for social justice during the Rana regime.",https://www.imdb.com/title/tt2166508/
Man ko bandh,Drama,1973,,8.6,8.0,Add a Plot,https://www.imdb.com/title/tt1999922/
Dreams,Romance,2016,,5.2,25.0,"Aveer, in his childhood loses his father to an accident which he claims he had seen in a dream. A grown up Aveer sees a dream where his love, Kavya dies in a car accident and tries everything to let this dream not come true.",https://www.imdb.com/title/tt5804178/
Jholay,"Comedy, Drama",2014,7380.0,6.5,19.0,"Man decides to go to USA while his bag goes missing so he searches everywhere to find his bag,while searching for his bag encounters many unknown stuff.",https://www.imdb.com/title/tt7228558/
Ozone Layer,"Short, Sci-Fi",2009,,8.0,7.0,The world goes nocturnal as the ozone layer is completely depleted and people get instant skin cancer if exposed to sun.,https://www.imdb.com/title/tt2543820/
Gothalo,"Drama, Romance",1996,8280.0,8.6,9.0,Add a Plot,https://www.imdb.com/title/tt5093808/
Selfie King,Comedy,2020,,,,Add a Plot,https://www.imdb.com/title/tt10935014/
Maina,Biography,2008,,,,"Based on a true story of a girl, Maina Sunar, who was raped and killed by Nepal Army personnel on February 2004.",https://www.imdb.com/title/tt6710198/
Saanghuro,Drama,2013,,8.0,31.0,A portrayal of the everyday struggles faced by a newly married couple in a slum in urban Nepal.,https://www.imdb.com/title/tt3768406/
Lalpurja,"Drama, Romance",2018,8280.0,6.4,10.0,"Lalpurja is a story of struggle between two brothers for a piece of land.It is set in Miteri Gaon,an imaginary village of Nepal.",https://www.imdb.com/title/tt7819514/
Purano Dunga,"Comedy, Drama",2016,8700.0,7.8,59.0,A man (Maotse Gurung) provides for his family by piloting a boat.,https://www.imdb.com/title/tt6782422/
Bato Muniko Phool 2,"Drama, Romance",2016,7920.0,6.0,5.0,"After the success of Bato Muni ko Phool (2010), the sequel ""Bato Muni Ko Phool 2"" is out which will mainly focus on the love story and caste discrimination that exist in Nepalese society. ""Bato Muni Ko Phool 2"". Most of the movie scenes are from eastern Jhapa, Nepal.",https://www.imdb.com/title/tt7836584/
MOTHER -Maa,"Short, Drama",2017,,,,"""Maa""(mother) revolves around the story of a mother who puts her children in her shoulder and who later on faces hatred and resentment from her own blood.",https://www.imdb.com/title/tt7398572/
Damaruko Dandibiyo,"Drama, Sport",2018,8280.0,8.9,35.0,Damaru comes back to his village to revive Dandibiyo but struggles to convince his father.,https://www.imdb.com/title/tt7971388/
The Voice of Nepal,Reality-TV,2018,,,,Add a Plot,https://www.imdb.com/title/tt9243120/
Lily Bily,"Drama, Romance",2018,8280.0,6.6,23.0,Nepalese romance drama film directed by Milan Chams.,https://www.imdb.com/title/tt8013642/
Ranveer,"Action, Comedy, Drama",2019,,,,"Ranveer (Sushil Sitaula) is a young, energetic and straightforward guy from Dhangadhi and is in love with Maya (Supushpa Bhatta). He faces emotional breakdown after a life changing incident and he moves to Kathmandu. In Kathmandu, he meets Priya (Subeksha Khadka), daughter of a powerful man. Ranveer and Priya fall in love. Meanwhile, Ranveer finds out culprits of 'life changing incident' and he embarks on a journey of revenge.",https://www.imdb.com/title/tt9430574/
Sunpani,Drama,2015,,,,Add a Plot,https://www.imdb.com/title/tt8878514/
Lukamari,"Comedy, Crime",2016,7500.0,7.6,78.0,Based on a police investigation of a murder case of a school girl Rupa K.C. The case gets connected to the tenants of Musya Sahu and the hide and seek between cops and criminals starts. Two undercover veteran crime investigating agents meet co-incidentally and start sharing a same room in some place in Kathmandu valley.,https://www.imdb.com/title/tt5595416/
Panchayat,"Drama, History",2017,8280.0,6.8,5.0,Based in Nepalese panchayat system.,https://www.imdb.com/title/tt7983428/
Kutu Ma Kutu,"Short, Romance",2017,,,,Add a Plot,https://www.imdb.com/title/tt7879092/
Adhikar,Drama,1993,,,,Add a Plot,https://www.imdb.com/title/tt8500898/
Basain,Drama,2005,5400.0,8.8,23.0,"A poor farmer Dhane and his family suffer one calamity after another, and a series of quarrels with fellow villagers forces them to leave the village.",https://www.imdb.com/title/tt0485092/
Numafung,Drama,2001,6480.0,8.4,52.0,"The film highlights the changing lives and ways of the Limbu people, an ethnic minority residing in rural eastern Nepal. It is a story of a young Limbu girl's struggle with cultural traditions, the impact of local medical practices on her life, and the effect of her actions on her community. The struggles of Numa, the young girl, represent the lives of many other young Nepali women, torn between fulfilling her desires and cultural traditions.",https://www.imdb.com/title/tt0304487/
Jha lo,"Short, Drama",2016,900.0,,,"Year of the Bird is a story of two monks; one young and another old, with similar conflict, guilt and anger.",https://www.imdb.com/title/tt6520890/
Batomuni Ko Phool,"Drama, Romance",2010,8280.0,7.6,8.0,Add a Plot,https://www.imdb.com/title/tt6704098/
Pooja,"Short, Drama",2010,,8.7,45.0,"Pooja Singh Thakuri Rai, 17, of Saune - Sunsari is dead. Pooja's father, Gaj Bahadur Singh Thakuri, blames Pooja's mother-in-law, Harkamaya Rai, for killing Pooja. Pooja's husband, Rumihang, blames Pooja's father Gaj Bahadur for contributing to Pooja's death. Harkamaya blames the hospitals for killing Pooja. Ranju Yadav, one of Pooja's best friends, thinks Pooja invited disaster because she was, at heart, an unhappy and lonely young woman. Who is really responsible for Pooja's death? How does Pooja died? The film Pooja is an attempt on exploring the answer, why does hundreds of mother dying every year? This is story about one of life's biggest and riskiest endeavors: giving birth to a baby - being told from three different points of views. All improvised acting with no scripted dialogues! A BBC World Service Trust Nepal's presentation, Pooja is produced with financial assistance of European Union.",https://www.imdb.com/title/tt2705130/
Markyu,Drama,2019,5880.0,,,"In Markyu, Banmaya and Maite brother sister who lost their parent at childhood. It presents how the Markyu or Goldwater is used in among the Gurung community in daily life basis with Banmaya sister of Maite, how she sacrificed her needs and wisdom for the sake of her brother.",https://www.imdb.com/title/tt10548758/
Mango Pickle,"Crime, Drama, Thriller",,9000.0,,,"A series of events land a timid college kid in over his head after he is coerced by his friends into visiting a brothel in MANGO PICKLE, a gritty coming of age tale set amidst the Dashain Hindu festival in Kathmandu.",https://www.imdb.com/title/tt2714308/
Bir Bikram,"Action, Comedy, Romance",2016,8160.0,5.6,47.0,Bir decides to save his crush June for his friend since he had promised to save her.,https://www.imdb.com/title/tt6568628/
Dasdhunga,,2010,,7.9,9.0,"Based on true events of the mysterious death of CPN-UML leader Madan Bhandari in Dashdhunga, Nepal.",https://www.imdb.com/title/tt6609996/
Panche Baja,Drama,2018,,,,An a actor has a romance over someone's wife while he is in foreign country.,https://www.imdb.com/title/tt7814604/
Mohani,Drama,1994,,,,Add a Plot,https://www.imdb.com/title/tt8847252/
Janma Bhoomi,Drama,1995,,8.6,5.0,Add a Plot,https://www.imdb.com/title/tt0305692/
First Love,Romance,2010,8100.0,6.2,37.0,Add a Plot,https://www.imdb.com/title/tt1987567/
Raato Ghar,Comedy,2017,7680.0,,,"Rato Ghar revolves around Jhakhmale (Wilson), Tukki (Gaurav Pahari), Korean (Anurag Kuwar) and Kartikey (Sanyam Puri) and shows their crime drama unconventionally. It is a social drama movie covering comedy, action and thriller that shows bad effects of ambition of money.",https://www.imdb.com/title/tt6966090/
Kafal Pakyo,"Drama, Romance",2016,8280.0,,,When a guy get a marriage date but while going to the location he encounters many weird stuff.,https://www.imdb.com/title/tt7382524/
Mero Euta Saathi Cha,Romance,2009,9660.0,7.2,88.0,"Jay is too spoiled to inherit his grandfather's vast wealth. When he fails to graduate from college, his grandfather's will sends him back to his ancestral village where, long ago, he made a friend. Shikha, Jay's estranged childhood friend, helps Jay rediscover his humanity. But, Shikha is very sick. She shared her dreams with Jay - to rebuild the orphanage where she lives. Jay realizes that this life where he can choose nothing, where money buys nothing important, is dearer to him than a full of privilege. Can he save Shikha and marry her? Will their dream come true? Will Jay re-inherit his ancestral wealth?",https://www.imdb.com/title/tt2094059/
Paral Ko Aago,"Comedy, Drama, Mystery",1978,8340.0,8.1,18.0,A wife goes to her maternal house after being beaten by her husband. The husband then seeks her out.,https://www.imdb.com/title/tt0888045/
A Mero Hajur,Drama,2002,,,,Add a Plot,https://www.imdb.com/title/tt8759752/
Kathmandude,"Short, Adventure, Drama",2017,660.0,,,A burnt-out American globetrotter stumbles upon a psychedelic adventure in Kathmandu.,https://www.imdb.com/title/tt7454330/
Je Bho Ramrai Bho,"Action, Comedy",2003,,8.2,16.0,Add a Plot,https://www.imdb.com/title/tt0452803/
DristiBhram,"Drama, Mystery, Romance",2015,3000.0,7.3,19.0,"Aman Nepal has an incident which he doesn't remember. With a series of hallucinations, he is struggling to remember what happened the other night.",https://www.imdb.com/title/tt4361472/
Jeevan Rekha,Drama,1982,,,,Add a Plot,https://www.imdb.com/title/tt8500232/
Kasle Choryo Mero Man,"Drama, Romance",2010,8280.0,6.9,11.0,"Manavi father forces her to get married to his billionaire partner's son so they can become the richest person in Nepal,at the marriage Manavi runs away.",https://www.imdb.com/title/tt7210246/
Gangster Blues,"Action, Crime, Romance",2017,8280.0,6.9,33.0,In this corrupted world Youth have a lot of reasons to turn into criminals but when you have someone special you love there will be much more consequences that needs to be faced.Story revolves around two protagonists.,https://www.imdb.com/title/tt7254868/
Swarga,Drama,1994,,,,Add a Plot,https://www.imdb.com/title/tt8494934/
Mokshya,"Comedy, Drama, Music",2014,8100.0,8.6,9.0,"A promising musician lives through his shattered dreams, friendship and love, when he gets injured in a group attack.",https://www.imdb.com/title/tt3521084/
Nepal Idol,"Music, Mystery",2017,3600.0,8.1,58.0,"Nepal Idol is the first International franchise in Nepalese television history. Nepal Idol reality singing competition that is part of the Idols franchise created by Simon Fuller and owned by 19 Entertainment and FremantleMedia. AP1 TV acquired the production and broadcast right for Nepal Idol. The series aims to find new solo recording artists from across Nepal and the winner would be decided by viewers' votes through the Internet, telephone and text messages.",https://www.imdb.com/title/tt6838228/
Birami Sahar (Sick City),Drama,2011,4500.0,7.9,61.0,Story of a poor guy named Krishna who enters the world of drugs for fast and easy money and a luxurious life but sometimes things don't work out they way you want them to.,https://www.imdb.com/title/tt1884254/
Garud Puran,Comedy,2019,,,,Add a Plot,https://www.imdb.com/title/tt10021478/
